chr	max_distance	density
VIII	60	0.029045060544608214
IX	60	0.0440271159931619
X	60	0.03654973308785372
XI	60	0.043533748440349365
XII	60	0.03774890393692316
XIII	60	0.039265234506415295
XIV	60	0.03449810220913821
XV	60	0.03784691709177479
XVI	60	0.03547432351756102
I	65	0.054787201695783994
II	65	0.04407120651660633
III	65	0.023310359080988153
IV	65	0.0428014802213935
V	65	0.05226274584685889
VI	65	0.05149151802073578
VII	65	0.03805708838249583
VIII	65	0.03274367582996678
IX	65	0.04921025351907758
X	65	0.04134758116314963
XI	65	0.04890854448603513
XII	65	0.041593356192907105
XIII	65	0.04376313645907591
XIV	65	0.03989376961061182
XV	65	0.042402072407817896
XVI	65	0.03980102651081254
I	70	0.05830560599084346
II	70	0.04950909019360932
III	70	0.025201742327215563
IV	70	0.047555604585840246
V	70	0.05664242192789071
VI	70	0.06006048245305577
VII	70	0.043433186059728304
VIII	70	0.0371976546406869
IX	70	0.05509811588404321
X	70	0.04699155616284792
XI	70	0.05440031432959017
XII	70	0.04714346531228175
XIII	70	0.04910155544329431
XIV	70	0.04455123015351898
XV	70	0.04793496876635105
XVI	70	0.046355422512778646
I	75	0.06369614886759506
II	75	0.055609800487958445
III	75	0.029332097462602905
IV	75	0.05216481399643457
V	75	0.062098356102556984
VI	75	0.0665677133264979
VII	75	0.04785872733605881
VIII	75	0.04134593338937834
IX	75	0.06155430473211363
X	75	0.052197047003624535
XI	75	0.05999556099433727
XII	75	0.05236153247565103
XIII	75	0.05399429486895182
XIV	75	0.049740352630834095
XV	75	0.05375101599848253
XVI	75	0.05162931694628855
I	80	0.06708424189246714
II	80	0.06145595584763104
III	80	0.03298334392800218
IV	80	0.056188488661057634
V	80	0.0676775391879459
VI	80	0.07317858610236118
VII	80	0.05165361981410527
VIII	80	0.04453623345531714
IX	80	0.0672102898919725
X	80	0.05710753321148748
XI	80	0.06582025626259717
XII	80	0.05703979958763728
XIII	80	0.05939653689675054
