chr	max_distance	density
IX	295	0.6791819735932783
X	295	0.6924482836764551
XI	295	0.6660503047317401
XII	295	0.7185258079146559
XIII	295	0.6979482514108679
XIV	295	0.7111150493476622
XV	295	0.7269756646027503
XVI	295	0.723000297447646
I	300	0.6860584315735521
II	300	0.6766672733354321
III	300	0.8369276921679824
IV	300	0.7078318699316485
V	300	0.6683406530456368
VI	300	0.6959405687719545
VII	300	0.7516756191907896
VIII	300	0.777882245047037
IX	300	0.6710480849670826
X	300	0.6868499003018433
XI	300	0.6611254079086285
XII	300	0.7124386812183899
XIII	300	0.6953726129911264
XIV	300	0.7061834705412114
XV	300	0.7228713514543783
XVI	300	0.7192273533699131
I	305	0.6807895125489754
II	305	0.6699492365811428
III	305	0.8340749601525632
IV	305	0.7038832638242012
V	305	0.6636190046348533
VI	305	0.6937011633803547
VII	305	0.7461235265000825
VIII	305	0.7768034082002264
IX	305	0.6662354963081512
X	305	0.6811576518167592
XI	305	0.6574992201746809
XII	305	0.7065407627875572
XIII	305	0.6914426279516805
XIV	305	0.7019441997212919
XV	305	0.7162159314060136
XVI	305	0.7166737336852076
I	310	0.6767542068821726
II	310	0.6642764737132063
III	310	0.8321397368973174
IV	310	0.6988543232634847
V	310	0.6582654885690975
VI	310	0.6914358475131496
VII	310	0.7390736429134508
VIII	310	0.7718677740592169
IX	310	0.6599407121812825
X	310	0.6778482362075278
XI	310	0.6501043766196372
XII	310	0.7019737946552375
XIII	310	0.686777055291309
XIV	310	0.6972306405570083
XV	310	0.711702927999956
XVI	310	0.7108302586528786
I	315	0.6740350450442624
II	315	0.6584942645206989
III	315	0.8292024562930768
IV	315	0.693734647664095
V	315	0.6560938774801673
VI	315	0.6879749482715862
